,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
1969,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1970,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
1971,MG ZT,15500,6,2004,4,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 3,0,6
1972,BMW X3,5595,96541,2009,1,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,0,96541
1973,Nissan Juke,13998,20194,2020,3,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,20194
1974,BMW X1,10500,82000,2014,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,0,82000
1975,KIA Sportage,6895,82000,2013,3,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 5,0,82000
1976,Toyota Yaris,2895,98172,2008,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,98172
1977,Volkswagen Passat,6995,140735,2015,2,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 6,0,140735
1978,Vauxhall Corsa,3695,84000,2013,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,84000
1979,BMW X6,16000,63000,2014,3,Diesel,SUV,3.0L,Automatic,5.0,4.0,Euro 5,0,63000
1980,Subaru Impreza,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 2,0,130100
1981,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
1982,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1983,Proton Proton,3995,15760,1995,3,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 1,0,15760
1984,BMW 2 Series,13444,78000,2014,3,Diesel,Coupe,2.0L,Automatic,2.0,4.0,Euro 6,0,78000
1985,Ford Fiesta,4950,71898,2014,2,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 5,0,71898
1986,Volkswagen Polo,2995,68000,2008,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,68000
1987,Volkswagen Touran,4000,144000,2012,3,Diesel,MPV,1.6L,Manual,5.0,7.0,Euro 5,0,144000
1988,BMW 3 Series,11750,94000,2015,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 6,0,94000
1989,KIA RIO,6995,84000,2017,2,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,84000
1990,MINI Hatch,4995,106289,2011,1,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,106289
1991,Ford Fiesta,3495,77900,2009,7,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,77900
1992,Vauxhall Vectra,2250,52200,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,52200
1993,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1994,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
1995,Honda Jazz,5395,50213,2011,2,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,50213
1996,Vauxhall Corsa,1995,69400,2006,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,69400
1997,Peugeot 2008,5995,46107,2014,3,Diesel,SUV,1.4L,Manual,5.0,5.0,Euro 5,0,46107
1998,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1999,Peugeot 3008,17990,9669,2019,1,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,9669
2000,Mercedes-Benz SLK,3295,93000,2007,5,Petrol,Convertible,1.8L,Automatic,2.0,2.0,Euro 4,0,93000
2001,Volkswagen Polo Hatchback,8175,60800,2015,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,60800
2002,Abarth Fiat 595 1.4 Tjet (165ps) Scorpioneoro,17000,17670,2020,1,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 6,0,17670
2003,Citroen C3,8290,60000,2017,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,60000
2004,Ford C-max,3895,104000,2013,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 5,0,104000
2005,Volvo V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5.0,5.0,Euro 3,0,274100
2006,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
2007,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
2008,BMW X1,7495,67000,2010,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,1,67000
2009,Nissan Micra,3150,43500,2015,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,43500
2010,Ford Focus,6990,47000,2012,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,47000
2011,Ford Focus,3995,102000,2013,2,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,102000
2012,Nissan Micra,1695,96000,2005,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,96000
2013,Jaguar XE,11995,72000,2016,3,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,72000
2014,Vauxhall Insignia,7637,84800,2016,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 6,0,84800
2015,MINI Hatch Cooper,7490,82250,2014,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,1,82250
2016,Dacia Sandero Stepway,5495,48000,2016,3,Petrol,Hatchback,0.9L,Manual,5.0,5.0,Euro 6,0,48000
2017,SEAT Leon,7295,51733,2014,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,51733
2018,Vauxhall Vectra,2250,52200,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,52200
2019,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
2020,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2021,Mercedes-Benz E Class,9949,74854,2014,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,74854
2022,Jaguar X-type,1650,102000,2008,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,102000
2023,Toyota Auris,3500,67995,2008,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,67995
2024,Ford Fiesta,5234,56883,2011,3,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 5,0,56883
2025,BMW 1 Series,8099,58214,2014,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,58214
2026,Toyota Yaris,2395,92000,2006,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 4,0,92000
2027,Ford Focus,10195,60650,2019,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,60650
2028,Nissan Micra,8079,55390,2017,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,55390
2029,Vauxhall Astra GTC,3295,116000,2014,2,Diesel,Coupe,2.0L,Manual,3.0,5.0,Euro 5,0,116000
2030,Vauxhall Vectra,2250,52200,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,52200
2031,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
2032,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2033,BMW 1 Series,14695,54000,2019,1,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,54000
2034,Hyundai ix35,6490,93000,2014,3,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 5,0,93000
2035,Volvo V60,8495,72000,2014,3,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,72000
2036,BMW 4 Series Gran Coupe,12950,77600,2014,4,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 6,0,77600
2037,KIA Stonic,18750,12875,2022,3,Petrol Hybrid,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,12875
2038,Toyota Verso,5395,60582,2012,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,60582
2039,BMW 1 Series,5500,118000,2010,4,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,1,118000
2040,Suzuki Alto,2495,83000,2014,1,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,83000
2041,Land Rover Freelander 2,2875,143000,2007,5,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 4,0,143000
2042,Audi A6,10995,72894,2012,2,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 5,0,72894
2043,Ford Fiesta,2490,42800,2007,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,42800
2044,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2045,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
2046,SKODA Fabia,2499,79972,2006,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,79972
2047,Toyota Yaris,3550,95200,2006,5,Diesel,Hatchback,1.4L,Automatic,5.0,5.0,Euro 4,0,95200
2048,Land Rover Freelander 2,7547,122000,2012,3,Diesel,SUV,2.2L,Automatic,5.0,5.0,Euro 5,1,122000
2049,Peugeot RCZ,8990,46284,2014,3,Petrol,Coupe,1.6L,Automatic,2.0,4.0,Euro 5,0,46284
2050,Peugeot 207,2950,59000,2012,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,59000
2051,Mercedes-Benz E Class,9490,32000,2011,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,1,32000
2052,KIA Proceed,5995,77570,2014,4,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 5,0,77570
2053,Vauxhall Astra,4495,81222,2011,3,Diesel,Hatchback,2.0L,Automatic,5.0,5.0,Euro 5,0,81222
2054,Volkswagen Scirocco,5695,108582,2011,3,Diesel,Hatchback,2.0L,Manual,3.0,4.0,Euro 5,0,108582
2055,Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,113187
2056,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
2057,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
2058,Suzuki Alto,3995,45000,2014,2,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,45000
2059,Toyota Yaris,2395,85693,2008,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,85693
2060,Mercedes-Benz C Class,8990,50000,2011,5,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 5,0,50000
2061,Audi A6 Avant,3290,139142,2007,5,Diesel,Estate,3.0L,Automatic,5.0,5.0,Euro 4,0,139142
2062,Renault Clio,6495,53000,2014,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,53000
2063,Chevrolet Spark,2495,85556,2011,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,85556
2064,Hyundai i30,6250,83650,2015,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,83650
2065,BMW 3 Series,9800,67000,2011,5,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,1,67000
2066,Honda Civic,3695,113000,2009,4,Petrol,Hatchback,2.0L,Manual,3.0,4.0,Euro 4,0,113000
2067,DS Automobiles DS 7 CROSSBACK,14900,94000,2018,2,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 6,0,94000
2068,Subaru Impreza,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 2,0,130100
2069,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2070,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
2071,Mercedes-Benz A Class,10975,37334,2015,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,37334
2072,Ford C-max,7390,46760,2014,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 5,0,46760
2073,Ford Ecosport,5990,96600,2016,2,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 5,0,96600
2074,Land Rover Range Rover Sport,3999,132000,2007,3,Diesel,SUV,2.7L,Automatic,5.0,5.0,Euro 4,0,132000
2075,Hyundai Getz,1895,75290,2006,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,75290
2076,Ford KA,3300,89390,2014,4,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,89390
2077,Vauxhall Astra,3950,90000,2013,4,Diesel,Estate,1.7L,Manual,5.0,5.0,Euro 5,0,90000
2078,Mercedes-Benz A Class,8595,93000,2015,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,1,93000
2079,MINI Hatch,5195,46000,2010,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,1,46000
2080,Toyota Yaris,6150,65414,2014,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,65414
2081,Peugeot 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,144100
2082,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
2083,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
2084,Vauxhall Meriva,4295,94000,2014,3,Petrol,MPV,1.4L,Manual,5.0,5.0,Euro 5,1,94000
2085,Fiat 500,6970,49485,2017,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,49485
2086,Mazda MAZDA 2,6950,64818,2016,2,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,64818
2087,Nissan Juke,7470,58277,2014,2,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,58277
2088,Mazda CX-5,7495,73000,2012,2,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 6,0,73000
2089,Volkswagen Polo,5950,71000,2013,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,71000
2090,Peugeot 2008,15990,40800,2021,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,40800
2091,Ford Focus,4670,74717,2012,5,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,74717
2092,Volkswagen Polo,6750,54500,2012,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,54500
2093,Vauxhall Astra,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,136842
2094,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
2095,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
2096,BMW X5,4450,135000,2004,1,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,135000
2097,BMW 5 Series,9490,51000,2012,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,51000
2098,Ford Mondeo,3995,83000,2011,3,Petrol,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,1,83000
2099,Hyundai i40,6495,87000,2013,5,Diesel,Estate,1.7L,Automatic,5.0,5.0,Euro 5,0,87000
2100,Land Rover Freelander 2,7250,106000,2012,5,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,106000
2101,Fiat Panda,1700,94000,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,4.0,Euro 4,0,94000
2102,Audi A3,9850,90000,2014,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,90000
2103,Vauxhall Insignia,3995,119000,2015,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,1,119000
2104,Volkswagen Jetta,7350,39488,2013,2,Diesel,Saloon,1.6L,Manual,4.0,5.0,Euro 5,0,39488
2105,BMW 4 Series,10495,70950,2013,3,Diesel,Coupe,2.0L,Automatic,2.0,4.0,Euro 6,1,70950
2106,Renault Clio,1990,120863,2012,3,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 5,0,120863
2107,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
2108,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2109,Toyota Yaris,7000,55000,2014,2,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,1,55000
2110,BMW 3 SERIES,9850,83000,2013,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,83000
2111,Mercedes-Benz E Class,8500,111000,2015,3,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 6,0,111000
2112,MINI Hatch Cooper,7760,58000,2013,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,58000
2113,Volkswagen Golf,11995,79000,2020,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,79000
2114,Toyota Yaris,1895,77000,2002,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 3,0,77000
2115,Vauxhall Zafira,6990,41163,2014,3,Petrol,MPV,1.8L,Manual,5.0,7.0,Euro 4,0,41163
2116,Peugeot 308,9499,30106,2017,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,30106
2117,Honda Jazz,1995,84641,2006,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,84641
2118,Volkswagen Tiguan,15995,60000,2020,1,Petrol,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,60000
2119,Renault Clio,1990,120863,2012,3,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 5,0,120863
2120,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2121,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2122,Fiat 500,5940,59623,2014,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,1,59623
2123,Citroen C4 PICASSO,3795,64715,2008,3,Diesel,MPV,1.6L,Automatic,5.0,5.0,Euro 4,0,64715
2124,Ford Fiesta,3995,54442,2009,1,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,54442
2125,Mercedes-Benz S-class,3795,64000,2002,3,Diesel,Saloon,3.2L,Automatic,4.0,4.0,Euro 2,0,64000
2126,SEAT Ibiza,7149,22000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,22000
2127,Mercedes-Benz C Class,2890,63000,2003,3,Petrol,Coupe,1.8L,Automatic,2.0,4.0,Euro 3,0,63000
2128,BMW 3 Series,5495,177000,2010,4,Diesel,Coupe,3.0L,Manual,2.0,4.0,Euro 5,1,177000
2129,Hyundai i20,4650,66018,2012,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,1,66018
2130,Land Rover Range Rover Evoque,13993,80000,2013,4,Diesel,SUV,2.2L,Automatic,5.0,5.0,Euro 5,0,80000
2131,Volkswagen Passat,9750,80000,2016,2,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 6,0,80000
2132,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
2133,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
2134,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2135,Volkswagen Golf,11995,78000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,78000
2136,Peugeot 208,14975,10067,2020,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,10067
2137,Vauxhall Astra,6000,68000,2015,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,68000
2138,DS Automobiles DS 9,24770,16864,2021,1,Petrol Plug-in Hybrid,Saloon,1.6L,Automatic,4.0,5.0,Euro 6,0,16864
2139,Volkswagen Polo,5190,80786,2010,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,80786
2140,Audi A1,10000,41085,2017,2,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 6,0,41085
2141,Suzuki Alto,2495,77000,2010,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,77000
2142,Volkswagen Golf,4725,106408,2012,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,106408
2143,Vauxhall Corsa,6949,34960,2015,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,34960
2144,Lexus SC 430,4195,121000,2001,1,Petrol,Convertible,4.3L,Automatic,2.0,4.0,Euro 3,0,121000
2145,Ford Fiesta,2490,42800,2007,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,42800
2146,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
2147,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2148,Fiat 500,7988,35912,2017,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,35912
2149,Ford Focus,7499,59300,2016,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,59300
2150,BMW 5 Series,3950,100200,2007,4,Petrol,Saloon,2.5L,Automatic,4.0,5.0,Euro 4,0,100200
2151,Volkswagen Golf,13995,52000,2018,3,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 6,0,52000
2152,SKODA Octavia,4995,197790,2013,4,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,197790
2153,Mercedes-Benz CL,10000,90000,2007,3,Petrol,Coupe,5.5L,Automatic,2.0,4.0,Euro 4,1,90000
2154,Volkswagen Golf,3795,62500,2007,1,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,62500
2155,Audi A1,7950,89484,2012,5,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 5,0,89484
2156,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
2157,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2158,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
2159,Mercedes-Benz C Class,16880,64806,2016,3,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 6,0,64806
2160,Subaru XV,7995,41000,2012,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,41000
2161,KIA Ceed,14450,18150,2020,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,18150
2162,Nissan Qashqai,6995,93500,2014,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,1,93500
2163,Peugeot 3008,5495,68000,2013,2,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 5,1,68000
2164,Volkswagen Polo,8195,74670,2017,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,74670
2165,Volkswagen Golf,6319,121709,2014,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,121709
2166,Peugeot 2008,5999,52180,2018,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,52180
2167,Honda Civic,12790,50000,2018,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,1,50000
2168,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
2169,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
2170,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2171,KIA Picanto,3750,71700,2012,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,1,71700
2172,MINI Hatch Cooper,7489,60000,2012,2,Diesel,Hatchback,2.0L,Automatic,3.0,4.0,Euro 5,0,60000
2173,Vauxhall Astra,1600,94835,2002,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,94835
2174,Chevrolet Spark,1795,66790,2013,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,66790
2175,Vauxhall Mokka,6940,64548,2015,3,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 5,0,64548
2176,Nissan Qashqai,6399,92016,2014,4,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 5,1,92016
2177,Audi A3,2399,106420,2002,4,Petrol,Hatchback,1.8L,Manual,3.0,5.0,Euro 3,1,106420
2178,Peugeot 3008,15350,17495,2017,3,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,17495
2179,BMW 1 SERIES,15970,57839,2019,2,Diesel,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,57839
2180,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
2181,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2182,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
2183,Audi Q3,8995,103200,2014,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,1,103200
2184,Porsche Cayenne,8105,112000,2009,4,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,112000
2185,Hyundai Tucson,20500,25162,2021,3,Petrol Hybrid,SUV,1.6L,Manual,5.0,5.0,Euro 6,1,25162
2186,Honda Cr-v,9995,86000,2015,4,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,86000
2187,Hyundai i30,4040,120635,2013,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,120635
2188,Hyundai Santa FE,6995,146000,2014,2,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,1,146000
2189,Peugeot 508 SW,18855,33225,2020,1,Diesel,Estate,1.5L,Automatic,5.0,5.0,Euro 6,0,33225
2190,Toyota Yaris,7400,60438,2012,3,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 5,1,60438
2191,Vauxhall Vectra,2250,52200,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,52200
2192,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
